apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,date,dewPoint,humidity,icon,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
55.57,1540929600,37.9,1540972800.0,55.57,1540929600,38.0,1540893600,0.01,2018-10-30,30.88,0.53,clear-day,0.71,,0.0,0.0,,0.0,,1017.51,Clear throughout the day.,1540898726,1540936561,55.57,1540929600,37.9,1540972800.0,55.57,1540929600,41.51,1540893600,1540872000,3,1540915200,10.0,296,10.69,1540926000,5.31
64.78,1541012400,52.69,1541073600.0,64.78,1541012400,37.9,1540972800,0.3,2018-10-31,41.04,0.69,partly-cloudy-night,0.75,,0.0,0.0,,0.0,,1017.5,Mostly cloudy starting in the evening.,1540985196,1541022887,64.78,1541012400,52.69,1541073600.0,64.78,1541012400,37.9,1540972800,1540958400,3,1541001600,10.0,194,9.66,1541005200,3.36
69.37,1541095200,63.66,1541116800.0,69.37,1541095200,52.69,1541073600,0.44,2018-11-01,53.6,0.77,partly-cloudy-day,0.79,,0.0,0.0,,0.0,,1011.1,Partly cloudy throughout the day.,1541071667,1541109214,69.37,1541095200,63.66,1541116800.0,69.37,1541095200,52.69,1541073600,1541044800,3,1541088000,9.98,199,7.31,1541120400,3.25
69.96,1541185200,57.26,1541235600.0,69.96,1541185200,64.3,1541210400,0.92,2018-11-02,62.17,0.86,rain,0.82,,0.0079,0.1114,1541214000.0,1.0,rain,1005.73,Rain starting in the evening.,1541158138,1541195543,69.55,1541185200,57.26,1541235600.0,69.55,1541185200,63.68,1541210400,1541131200,2,1541170800,9.07,190,10.41,1541142000,7.03
58.57,1541242800,40.42,1541332800.0,64.9,1541217600,46.09,1541300400,0.64,2018-11-03,46.11,0.72,rain,0.86,,0.0221,0.1503,1541228400.0,1.0,rain,1009.56,Rain in the morning.,1541244610,1541281873,58.55,1541242800,40.42,1541332800.0,64.33,1541217600,49.32,1541300400,1541217600,2,1541257200,8.88,271,27.51,1541268000,5.92
55.31,1541361600,45.02,1541386800.0,55.31,1541361600,40.42,1541332800,0.05,2018-11-04,34.04,0.6,clear-day,0.9,,0.0,0.0,,0.0,,1031.57,Clear throughout the day.,1541331081,1541368205,55.31,1541361600,45.02,1541386800.0,55.31,1541361600,40.42,1541332800,1541304000,3,1541350800,10.0,294,9.72,1541304000,1.19
52.83,1541448000,46.57,1541484000.0,52.83,1541448000,45.36,1541408400,0.8,2018-11-05,45.83,0.86,rain,0.93,,0.007,0.0531,1541433600.0,1.0,rain,1026.2,Light rain in the morning and evening.,1541417556,1541454535,52.83,1541448000,49.1,1541494800.0,52.83,1541448000,45.65,1541394000,1541394000,2,1541430000,8.09,70,10.49,1541437200,6.25
57.82,1541527200,48.51,1541592000.0,57.82,1541527200,46.57,1541484000,0.9,2018-11-06,52.48,0.96,rain,0.97,,0.0164,0.1314,1541523600.0,1.0,rain,1012.52,Rain in the afternoon and evening.,1541504028,1541540870,57.82,1541527200,49.57,1541592000.0,57.82,1541527200,49.1,1541494800,1541480400,2,1541516400,5.82,144,7.28,1541480400,0.5
62.21,1541620800,42.57,1541682000.0,62.21,1541620800,48.51,1541592000,0.17,2018-11-07,41.78,0.59,partly-cloudy-night,0.02,,0.0,0.0,,0.0,,1014.88,Partly cloudy in the evening.,1541590499,1541627206,62.21,1541620800,43.72,1541678400.0,62.21,1541620800,49.57,1541592000,1541566800,3,1541606400,9.88,250,16.66,1541610000,7.16
55.13,1541707200,35.85,1541757600.0,55.8,1541653200,41.93,1541732400,0.06,2018-11-08,31.94,0.51,clear-day,0.04,,0.0,0.0,,0.0,,1023.67,Clear throughout the day.,1541676971,1541713544,55.13,1541707200,38.05,1541757600.0,55.8,1541653200,43.59,1541736000,1541653200,3,1541692800,10.0,331,9.27,1541656800,4.19
50.46,1541790000,38.46,1541851200.0,50.46,1541790000,35.85,1541757600,0.63,2018-11-09,38.38,0.76,rain,0.07,,0.0235,0.158,1541808000.0,1.0,rain,1021.58,"Rain starting in the afternoon, continuing until evening.",1541763443,1541799884,50.46,1541790000,43.4,1541851200.0,50.46,1541790000,38.05,1541757600,1541739600,2,1541775600,8.56,69,11.01,1541815200,5.15
39.59,1541862000,26.99,1541937600.0,47.51,1541826000,29.14,1541908800,0.42,2018-11-10,28.12,0.6,partly-cloudy-day,0.1,,0.0012,0.0123,1541826000.0,0.77,rain,1014.87,Partly cloudy until afternoon.,1541849915,1541886225,45.15,1541862000,32.05,1541937600.0,49.03,1541826000,34.92,1541908800,1541826000,2,1541862000,9.22,285,26.23,1541869200,8.7
41.86,1541966400,31.41,1542024000.0,41.86,1541966400,26.99,1541937600,0.02,2018-11-11,22.75,0.54,clear-day,0.13,,0.0,0.0,,0.0,,1027.33,Clear throughout the day.,1541936387,1541972568,45.72,1541966400,31.41,1542024000.0,45.72,1541966400,32.05,1541937600,1541912400,3,1541955600,10.0,289,9.14,1541944800,4.81
46.51,1542052800,41.18,1542088800.0,46.51,1542052800,31.41,1542024000,0.33,2018-11-12,29.55,0.65,rain,0.16,,0.0001,0.0019,1542081600.0,0.34,rain,1029.05,Rain overnight.,1542022859,1542058913,47.77,1542049200,44.17,1542088800.0,47.77,1542049200,31.41,1542024000,1541998800,2,1542034800,9.93,180,6.65,1542049200,1.09
47.47,1542117600,28.27,1542200400.0,47.47,1542117600,37.02,1542168000,0.96,2018-11-13,40.52,0.83,rain,0.19,,0.0358,0.1346,1542114000.0,1.0,rain,1015.82,Rain in the morning.,1542109331,1542145259,48.17,1542117600,36.09,1542200400.0,48.17,1542117600,42.21,1542168000,1542085200,2,1542124800,6.79,332,12.6,1542153600,5.88
32.33,1542222000,23.53,1542286800.0,36.49,1542171600,25.92,1542254400,0.34,2018-11-14,17.4,0.46,partly-cloudy-day,0.22,,0.0,0.0,,0.0,,1028.93,Partly cloudy until afternoon.,1542195802,1542231608,39.09,1542222000,29.87,1542283200.0,41.96,1542171600,31.43,1542254400,1542171600,2,1542207600,10.0,328,14.35,1542207600,8.88
25.95,1542301200,21.38,1542330000.0,29.98,1542276000,20.47,1542326400,0.64,2018-11-15,21.46,0.69,snow,0.25,0.505,0.0051,0.0236,1542319200.0,0.48,snow,1029.24,Snow (< 1 in.) in the evening.,1542282274,1542317958,33.32,1542304800,31.23,1542330000.0,36.38,1542340800,29.32,1542319200,1542258000,2,1542294000,6.93,52,21.14,1542337200,8.49
38.53,1542394800,31.83,1542438000.0,38.53,1542394800,26.32,1542369600,0.73,2018-11-16,32.99,0.78,rain,0.28,,0.0185,0.0531,1542369600.0,0.99,rain,1005.96,Light rain until afternoon.,1542368745,1542404310,44.22,1542394800,37.69,1542438000.0,44.22,1542394800,35.03,1542369600,1542344400,2,1542384000,8.13,323,20.2,1542358800,5.18
42.52,1542474000,35.23,1542528000.0,42.52,1542474000,31.83,1542438000,0.78,2018-11-17,30.73,0.63,partly-cloudy-day,0.31,,0.0,0.0,,0.0,,1020.83,Mostly cloudy throughout the day.,1542455216,1542490664,46.47,1542474000,37.46,1542542400.0,46.47,1542474000,37.69,1542438000,1542430800,2,1542466800,10.0,272,9.55,1542484800,6.84
42.12,1542571200,36.97,1542614400.0,42.18,1542589200,35.23,1542528000,0.88,2018-11-18,28.33,0.61,partly-cloudy-day,0.35,,0.0,0.0,,0.0,,1026.68,Mostly cloudy throughout the day.,1542541686,1542577020,42.12,1542571200,36.97,1542614400.0,42.18,1542589200,37.46,1542542400,1542517200,2,1542556800,10.0,357,7.05,1542517200,1.08
49.81,1542657600,39.21,1542718800.0,49.81,1542657600,36.97,1542614400,0.68,2018-11-19,37.35,0.79,partly-cloudy-day,0.38,,0.0,0.0,,0.0,,1018.62,Mostly cloudy throughout the day.,1542628156,1542663378,49.81,1542657600,42.0,1542718800.0,49.81,1542657600,36.97,1542614400,1542603600,2,1542643200,9.34,346,4.39,1542650400,0.61
40.84,1542744000,29.48,1542801600.0,44.03,1542693600,35.2,1542769200,0.88,2018-11-20,35.13,0.74,partly-cloudy-day,0.41,,0.0,0.0,,0.0,,1012.96,Mostly cloudy throughout the day.,1542714626,1542749737,45.78,1542744000,34.19,1542801600.0,45.78,1542744000,39.06,1542772800,1542690000,2,1542729600,9.32,321,12.28,1542744000,5.08
37.73,1542830400,7.84,1542888000.0,37.73,1542830400,18.76,1542859200,0.58,2018-11-21,23.01,0.55,partly-cloudy-day,0.44,,0.0,0.0,,0.0,,1018.11,Mostly cloudy until evening.,1542801095,1542836099,43.59,1542830400,19.12,1542888000.0,43.59,1542830400,28.09,1542859200,1542776400,2,1542816000,9.97,281,19.93,1542859200,7.54
16.28,1542916800,6.31,1542967200.0,16.67,1542862800,7.18,1542945600,0.03,2018-11-22,1.23,0.39,clear-day,0.47,,0.0,0.0,,0.0,,1030.41,Clear throughout the day.,1542887564,1542922463,27.27,1542916800,13.34,1542974400.0,27.27,1542916800,17.41,1542945600,1542862800,2,1542898800,10.0,328,15.92,1542909600,10.07
29.87,1543010400,26.36,1543050000.0,29.87,1543010400,6.31,1542967200,0.04,2018-11-23,2.43,0.41,clear-day,0.52,,0.0,0.0,,0.0,,1034.24,Clear throughout the day.,1542974032,1543008829,31.39,1543003200,26.36,1543050000.0,31.39,1543003200,13.34,1542974400,1542949200,2,1542985200,10.0,289,7.5,1542999600,1.47
40.58,1543104000,40.76,1543140000.0,42.84,1543114800,26.36,1543050000,0.72,2018-11-24,28.23,0.72,rain,0.55,,0.0218,0.2532,1543118400.0,1.0,rain,1018.26,Heavy rain starting in the evening.,1543060499,1543095197,44.48,1543104000,44.93,1543107600.0,47.29,1543118400,26.36,1543050000,1543035600,2,1543075200,8.97,48,10.52,1543118400,3.62
54.37,1543176000,39.88,1543219200.0,54.37,1543176000,40.76,1543140000,0.8,2018-11-25,41.2,0.75,partly-cloudy-day,0.59,,0.0314,0.2208,1543122000.0,1.0,rain,1009.41,Mostly cloudy throughout the day.,1543146966,1543181567,54.37,1543176000,39.88,1543219200.0,54.37,1543176000,45.35,1543143600,1543122000,2,1543161600,9.19,342,12.02,1543132800,5.4
51.63,1543251600,33.26,1543320000.0,51.63,1543251600,39.88,1543219200,0.86,2018-11-26,42.59,0.86,rain,0.62,,0.0299,0.1846,1543266000.0,1.0,rain,1005.72,Rain starting in the afternoon.,1543233432,1543267939,51.63,1543251600,40.23,1543320000.0,51.63,1543251600,39.88,1543219200,1543208400,2,1543248000,8.08,87,11.88,1543280400,4.76
37.59,1543334400,28.75,1543381200.0,41.19,1543294800,30.33,1543377600,0.95,2018-11-27,31.5,0.69,partly-cloudy-day,0.66,,0.0017,0.0181,1543294800.0,0.89,rain,996.65,Mostly cloudy throughout the day.,1543319898,1543354313,43.75,1543338000,36.13,1543406400.0,44.72,1543294800,36.97,1543377600,1543294800,2,1543334400,9.61,280,24.28,1543341600,9.94
34.12,1543435200,33.01,1543489200.0,34.12,1543435200,28.75,1543381200,0.95,2018-11-28,25.49,0.59,cloudy,0.7,,0.0,0.0,,0.0,,999.95,Overcast throughout the day.,1543406362,1543440690,40.25,1543435200,39.44,1543485600.0,40.26,1543456800,36.13,1543406400,1543381200,2,1543420800,10.0,292,24.81,1543428000,9.89
38.65,1543514400,32.72,1543554000.0,38.65,1543514400,33.01,1543489200,0.72,2018-11-29,26.73,0.57,partly-cloudy-day,0.74,,0.0,0.0,,0.0,,1012.01,Mostly cloudy throughout the day.,1543492825,1543527068,44.64,1543518000,35.66,1543561200.0,44.64,1543518000,37.79,1543550400,1543467600,2,1543507200,10.0,316,25.11,1543514400,9.29
40.82,1543600800,33.22,1543665600.0,40.82,1543600800,32.72,1543554000,0.88,2018-11-30,29.96,0.72,cloudy,0.77,,0.0003,0.0033,1543608000.0,0.34,rain,1017.59,Overcast throughout the day.,1543579288,1543613449,40.82,1543600800,33.22,1543665600.0,40.82,1543600800,35.66,1543561200,1543554000,2,1543597200,9.98,275,5.3,1543554000,1.14
44.49,1543687200,38.11,1543726800.0,44.49,1543687200,33.22,1543665600,0.49,2018-12-01,33.64,0.78,rain,0.81,,0.0014,0.0111,1543716000.0,0.87,rain,1021.66,Light rain overnight.,1543665749,1543699832,44.49,1543687200,41.12,1543716000.0,44.49,1543687200,33.22,1543665600,1543640400,2,1543680000,9.71,83,6.32,1543712400,1.3
52.01,1543795200,50.97,1543838400.0,52.45,1543809600,38.11,1543726800,1.0,2018-12-02,47.71,0.97,rain,0.85,,0.0251,0.104,1543741200.0,1.0,rain,1008.02,Rain in the morning.,1543752210,1543786217,52.01,1543795200,50.97,1543838400.0,52.45,1543809600,41.64,1543726800,1543726800,2,1543770000,2.75,73,7.62,1543748400,2.21
53.34,1543852800,29.21,1543921200.0,53.75,1543813200,40.72,1543896000,0.64,2018-12-03,41.6,0.72,partly-cloudy-day,0.88,,0.0,0.0,,0.0,,1003.93,Mostly cloudy throughout the day.,1543838669,1543872604,53.34,1543852800,36.13,1543924800.0,53.75,1543813200,44.96,1543896000,1543813200,2,1543852800,9.21,271,13.2,1543863600,7.44
35.5,1543946400,21.23,1544014800.0,39.96,1543899600,24.61,1543978800,0.35,2018-12-04,20.33,0.5,partly-cloudy-day,0.92,,0.0,0.0,,0.0,,1013.6,Mostly cloudy until afternoon.,1543925127,1543958994,41.46,1543946400,25.43,1544007600.0,44.02,1543899600,29.74,1543982400,1543899600,2,1543939200,10.0,331,16.03,1543932000,8.0
35.34,1544043600,20.25,1544094000.0,35.34,1544043600,21.23,1544014800,0.16,2018-12-05,17.29,0.57,partly-cloudy-night,0.95,,0.0,0.0,,0.0,,1018.58,"Partly cloudy starting in the afternoon, continuing until evening.",1544011584,1544045386,35.87,1544040000,27.54,1544090400.0,35.87,1544040000,25.43,1544007600,1543986000,2,1544025600,10.0,9,8.11,1544029200,3.14
32.62,1544119200,27.33,1544187600.0,32.62,1544119200,20.25,1544094000,0.37,2018-12-06,20.6,0.58,partly-cloudy-day,0.98,,0.0,0.0,,0.0,,1021.53,Mostly cloudy in the morning.,1544098040,1544131780,38.83,1544119200,33.79,1544187600.0,38.83,1544119200,27.54,1544090400,1544072400,2,1544112000,10.0,262,12.75,1544126400,6.84
29.75,1544194800,18.0,1544259600.0,31.9,1544162400,22.64,1544238000,0.21,2018-12-07,16.2,0.48,partly-cloudy-night,0.02,,0.0,0.0,,0.0,,1026.54,Partly cloudy in the morning.,1544184494,1544218176,37.27,1544205600,22.3,1544270400.0,37.3,1544162400,27.02,1544241600,1544158800,2,1544198400,10.0,309,12.74,1544202000,6.94
30.91,1544313600,23.0,1544338800.0,30.91,1544313600,18.0,1544259600,0.32,2018-12-08,15.04,0.57,partly-cloudy-day,0.05,,0.0,0.0,,0.0,,1032.23,Mostly cloudy until evening.,1544270947,1544304575,34.89,1544295600,25.15,1544356800.0,34.89,1544295600,22.3,1544270400,1544245200,2,1544288400,10.0,290,9.6,1544288400,4.17
34.74,1544382000,21.36,1544436000.0,34.74,1544382000,23.0,1544338800,0.12,2018-12-09,17.54,0.6,clear-day,0.08,,0.0,0.0,,0.0,,1028.96,Clear throughout the day.,1544357398,1544390976,34.74,1544382000,25.83,1544436000.0,34.74,1544382000,25.15,1544356800,1544331600,2,1544374800,10.0,276,5.34,1544331600,1.91
36.01,1544479200,24.35,1544526000.0,36.01,1544479200,21.36,1544436000,0.01,2018-12-10,18.44,0.58,clear-day,0.11,,0.0,0.0,,0.0,,1020.26,Clear throughout the day.,1544443848,1544477379,38.83,1544468400,24.35,1544526000.0,38.83,1544468400,25.83,1544436000,1544418000,2,1544457600,10.0,13,9.29,1544457600,3.8
39.63,1544554800,25.1,1544612400.0,39.63,1544554800,24.35,1544526000,0.13,2018-12-11,21.0,0.64,partly-cloudy-night,0.14,,0.0,0.0,,0.0,,1018.64,Mostly cloudy overnight.,1544530296,1544563785,39.79,1544558400,32.04,1544612400.0,39.79,1544558400,24.35,1544526000,1544504400,2,1544547600,10.0,296,6.78,1544587200,1.43
35.65,1544655600,26.25,1544702400.0,35.65,1544655600,25.1,1544612400,0.57,2018-12-12,22.76,0.61,partly-cloudy-night,0.17,,0.0,0.0,,0.0,,1019.82,Partly cloudy in the morning.,1544616743,1544650192,38.77,1544634000,31.7,1544673600.0,38.77,1544634000,31.7,1544673600,1544590800,1,1544626800,9.97,304,8.8,1544626800,4.79
34.5,1544745600,34.55,1544749200.0,35.75,1544760000,26.25,1544702400,0.84,2018-12-13,28.76,0.77,cloudy,0.2,,0.0,0.0,,0.0,,1029.45,Overcast throughout the day.,1544703188,1544736602,37.94,1544745600,37.71,1544756400.0,38.79,1544752800,32.52,1544695200,1544677200,1,1544713200,9.04,58,8.67,1544716800,5.34
47.68,1544824800,45.44,1544878800.0,47.68,1544824800,34.66,1544763600,1.0,2018-12-14,40.65,0.88,rain,0.23,,0.0006,0.0078,1544846400.0,0.54,rain,1029.69,Light rain overnight.,1544789631,1544823014,48.23,1544817600,45.88,1544868000.0,48.23,1544817600,38.55,1544763600,1544763600,1,1544799600,9.39,98,6.3,1544767200,2.55
50.7,1544904000,31.88,1544958000.0,50.7,1544904000,42.37,1544932800,0.84,2018-12-15,43.93,0.87,partly-cloudy-day,0.26,,0.0055,0.0297,1544857200.0,1.0,rain,1020.9,Mostly cloudy throughout the day.,1544876073,1544909429,50.7,1544904000,38.95,1544965200.0,50.7,1544904000,45.88,1544868000,1544850000,1,1544886000,6.77,40,12.25,1544932800,4.24
34.1,1544994000,29.72,1545012000.0,41.11,1544936400,29.72,1545012000,1.0,2018-12-16,36.62,0.88,rain,0.29,,0.0452,0.1397,1544961600.0,1.0,rain,1013.67,Rain until evening.,1544962513,1544995845,40.06,1544983200,36.71,1545012000.0,46.59,1544936400,36.71,1545012000,1544936400,1,1544972400,5.92,39,16.33,1544958000,9.54
40.5,1545062400,21.3,1545138000.0,40.5,1545062400,31.2,1545026400,0.88,2018-12-17,31.05,0.69,partly-cloudy-day,0.32,,0.0,0.0,,0.0,,1007.29,Mostly cloudy throughout the day.,1545048951,1545082264,45.47,1545066000,31.19,1545138000.0,45.47,1545066000,37.74,1545026400,1545022800,1,1545058800,9.99,308,17.05,1545080400,8.41
27.42,1545166800,18.68,1545195600.0,32.41,1545109200,19.34,1545192000,0.28,2018-12-18,15.42,0.48,partly-cloudy-night,0.36,,0.0,0.0,,0.0,,1015.99,Partly cloudy in the morning.,1545135387,1545168685,34.82,1545163200,24.75,1545220800.0,39.83,1545109200,27.46,1545192000,1545109200,2,1545148800,10.0,320,28.74,1545116400,11.21
39.12,1545253200,29.01,1545303600.0,39.12,1545253200,18.68,1545195600,0.05,2018-12-19,18.98,0.59,partly-cloudy-night,0.39,,0.0,0.0,,0.0,,1020.7,"Partly cloudy starting in the afternoon, continuing until evening.",1545221821,1545255108,41.56,1545249600,29.01,1545303600.0,41.56,1545249600,24.75,1545220800,1545195600,2,1545235200,10.0,263,8.07,1545195600,2.81
43.69,1545336000,39.91,1545354000.0,44.19,1545364800,29.01,1545303600,0.48,2018-12-20,33.24,0.83,rain,0.42,,0.008,0.0481,1545354000.0,1.0,rain,1017.72,Rain starting in the evening.,1545308253,1545341533,43.91,1545332400,42.99,1545354000.0,45.79,1545364800,29.01,1545303600,1545282000,2,1545325200,8.21,70,6.02,1545354000,1.65
59.69,1545400800,38.19,1545483600.0,59.69,1545400800,46.45,1545368400,0.98,2018-12-21,55.09,0.96,rain,0.46,,0.058,0.2051,1545393600.0,1.0,rain,996.96,Rain until afternoon.,1545394684,1545427961,59.51,1545400800,43.53,1545483600.0,59.51,1545400800,49.29,1545368400,1545368400,1,1545404400,5.42,157,26.33,1545386400,7.63
41.5,1545480000,30.22,1545566400.0,52.13,1545454800,34.69,1545530400,0.89,2018-12-22,35.59,0.7,partly-cloudy-day,0.49,,0.0001,0.0018,1545465600.0,0.23,rain,1000.2,Mostly cloudy throughout the day.,1545481112,1545514390,46.4,1545480000,35.59,1545566400.0,52.13,1545454800,40.29,1545537600,1545454800,1,1545490800,9.58,295,23.7,1545498000,7.77
41.47,1545595200,35.28,1545645600.0,41.47,1545595200,30.22,1545566400,0.44,2018-12-23,24.72,0.56,partly-cloudy-night,0.53,,0.0,0.0,,0.0,,1019.02,Mostly cloudy starting in the evening.,1545567538,1545600822,43.43,1545595200,35.28,1545645600.0,43.43,1545595200,35.59,1545566400,1545541200,2,1545584400,10.0,305,10.66,1545544800,4.88
37.93,1545678000,26.77,1545739200.0,37.93,1545678000,29.96,1545706800,0.8,2018-12-24,29.88,0.74,partly-cloudy-day,0.57,,0.0013,0.0098,1545642000.0,0.73,rain,1017.94,Mostly cloudy until evening.,1545653963,1545687255,42.94,1545678000,32.53,1545732000.0,42.94,1545678000,35.28,1545645600,1545627600,1,1545663600,8.14,283,11.97,1545688800,4.91
34.81,1545757200,27.61,1545811200.0,34.81,1545757200,26.77,1545739200,0.39,2018-12-25,21.51,0.56,partly-cloudy-day,0.61,,0.0,0.0,,0.0,,1024.67,Mostly cloudy until evening.,1545740385,1545773691,39.51,1545764400,31.16,1545814800.0,39.51,1545764400,32.53,1545732000,1545714000,2,1545757200,10.0,307,9.56,1545753600,5.92
38.7,1545858000,31.63,1545879600.0,38.7,1545858000,27.61,1545811200,0.45,2018-12-26,23.4,0.6,partly-cloudy-day,0.65,,0.0,0.0,,0.0,,1030.95,Mostly cloudy until afternoon.,1545826805,1545860128,42.38,1545854400,35.17,1545915600.0,42.38,1545854400,31.16,1545814800,1545800400,2,1545843600,10.0,281,11.5,1545854400,4.07
42.4,1545933600,35.26,1545962400.0,42.4,1545933600,31.94,1545915600,0.46,2018-12-27,27.82,0.64,cloudy,0.68,,0.0,0.0,,0.0,,1034.79,Overcast starting in the evening.,1545913223,1545946568,42.4,1545940800,38.69,1545958800.0,42.4,1545940800,35.17,1545915600,1545886800,2,1545926400,10.0,91,6.76,1545944400,0.87
56.71,1546041600,48.94,1546077600.0,56.71,1546041600,37.68,1545973200,1.0,2018-12-28,48.21,0.94,rain,0.72,,0.0372,0.1217,1546012800.0,1.0,rain,1018.76,Rain until evening.,1545999638,1546033009,56.71,1546041600,49.84,1546077600.0,56.71,1546041600,41.63,1545973200,1545973200,1,1546009200,5.26,185,9.91,1546016400,3.53
51.25,1546084800,32.11,1546171200.0,54.88,1546059600,34.18,1546142400,0.51,2018-12-29,36.96,0.67,partly-cloudy-night,0.76,,0.0,0.0,,0.0,,1015.97,Partly cloudy throughout the day.,1546086052,1546119452,51.25,1546084800,34.93,1546167600.0,54.88,1546059600,39.31,1546142400,1546059600,2,1546102800,9.8,300,20.89,1546117200,7.17
37.96,1546203600,30.65,1546261200.0,37.96,1546203600,32.11,1546171200,0.77,2018-12-30,27.13,0.7,partly-cloudy-day,0.79,,0.0,0.0,,0.0,,1023.41,Mostly cloudy throughout the day.,1546172463,1546205897,37.96,1546203600,30.65,1546261200.0,38.49,1546146000,33.94,1546228800,1546146000,1,1546182000,9.86,46,5.86,1546149600,0.64
39.97,1546279200,38.64,1546304400.0,43.01,1546315200,30.65,1546261200,0.67,2018-12-31,34.74,0.87,rain,0.83,,0.0323,0.182,1546311600.0,1.0,rain,1024.05,Rain starting in the afternoon.,1546258872,1546292344,43.48,1546282800,43.27,1546304400.0,45.06,1546315200,30.65,1546261200,1546232400,1,1546268400,8.11,143,8.79,1546304400,3.02
